COMMUNITY,TYPE,LATITUDE,LONGITUDE,HA_CODE,HA_ID,HA_NAME,HSDA_CODE,HSDA_ID,HSDA_NAME,LHA_CODE,LHA_ID,LHA_NAME,LHA18_CODE,LHA18_ID,LHA18_NAME
BRIDESVILLE,COM,49.0333,-119.15,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
BRIDGE LAKE,COM,51.4833,-120.7167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
BRIDGEVIEW,NEI,49.198,-122.8667,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
BRIGADE LAKE,COM,50.5,-120.3,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
BRIGHOUSE,NEI,49.1667,-123.1333,HA3,3,Vancouver Coastal,HSDA31,31,Richmond,LHA38,38,Richmond,LHA311,311,Richmond
BRIGHTON BEACH,LAN,49.3667,-122.9,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
BRILLIANT,COM,49.3167,-117.65,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA9,9,Castlegar,LHA123,123,Castlegar
BRISCO,COM,50.8333,-116.2667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA4,4,Windermere,LHA114,114,Windermere
BRITANNIA BEACH,COM,49.6333,-123.2,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
BRITISH PROPERTIES,NEI,49.35,-123.1333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
BROADMOOR,NEI,49.15,-123.1333,HA3,3,Vancouver Coastal,HSDA31,31,Richmond,LHA38,38,Richmond,LHA311,311,Richmond
BROADVIEW,COM,50.7167,-119.25,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
BROCKLEHUSRT,COM,50.7,-120.4167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
BROOKMERE,LOC,49.8181,-120.875,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
BROOKSWOOD,COM,49.0667,-122.6667,HA2,2,Fraser,HSDA23,23,Fraser South,LHA35,35,Langley,LHA231,231,Langley
BROUSE,COM,50.2167,-117.75,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA10,10,Arrow Lakes,LHA124,124,Arrow Lakes
BRUNETTE CREEK,NEI,49.2333,-122.8833,HA2,2,Fraser,HSDA22,22,Fraser North,LHA40,40,New Westminster,LHA221,221,New Westminster
BUCKHORN,COM,53.8,-122.65,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
BUCKINGHAM HEIGHTS,NEI,49.2333,-122.95,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
BUCKINGHORSE RIVER,COM,57.3833,-122.85,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
BUCKLEY BAY,COM,49.5333,-124.8569,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
BUFFALO CREEK,COM,51.7333,-121.15,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
BUICK,COM,56.7597,-121.275,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
BULKLEY HOUSE,LOC,55.7,-126.2333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
BULL HARBOUR,LAN,50.9,-127.9333,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
BULL RIVER,LOC,49.4667,-115.45,HA1,1,Interior,HSDA11,11,East Kootenay,LHA2,2,Cranbrook,LHA112,112,Cranbrook
BUNTZEN BAY,LAN,49.3833,-122.8667,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
BURKEVILLE,NEI,49.1833,-123.15,HA3,3,Vancouver Coastal,HSDA31,31,Richmond,LHA38,38,Richmond,LHA311,311,Richmond
BURNABY,CTY,49.2667,-122.95,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
BURNABY HEIGHTS,NEI,49.2833,-123,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
BURNS LAKE,VIL,54.2333,-125.75,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
BURNT FLAT,LOC,49.0667,-117.2667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
BURQUITLAM,NEI,49.2667,-122.8833,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
BURTON,COM,49.9833,-117.8833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA10,10,Arrow Lakes,LHA124,124,Arrow Lakes
BUTEDALE,LAN,53.15,-128.7,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
CACHE CREEK,VIL,50.8,-121.3167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
CADBORO BAY,NEI,48.4667,-123.3,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA61,61,Greater Victoria,LHA411,411,Greater Victoria
CAITHNESS,COM,49.3167,-115.1667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
CAMERON HEIGHTS,COM,49.2167,-124.8,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
CAMERON LAKE,RWY,49.2833,-124.5833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA69,69,Qualicum,LHA425,425,Oceanside
CAMP ARTABAN,LOC,49.4833,-123.35,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
CAMPBELL ISLAND,COM,52.1694,-128.1417,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
CAMPBELL RIVER,DM,50.0167,-125.2417,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
CAMPBELLTON,COM,50.0333,-125.2667,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
CANAL FLATS,COM,50.15,-115.8167,HA1,1,Interior,HSDA11,11,East Kootenay,LHA4,4,Windermere,LHA114,114,Windermere
CANFORD,LOC,50.15,-121,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
CANIM LAKE,COM,51.7667,-120.9,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
CANOE,COM,50.75,-119.2333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
CANOE RIVER,RWY,52.7333,-119.2667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
CANYON,COM,49.0833,-116.45,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
CANYON ALPINE,COM,49.9167,-121.4444,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
CANYON CITY,RES,55.1917,-129.2167,HA5,5,Northern,HSDA51,51,Northwest,LHA92,92,Nisga'a,LHA518,518,Nisga'a
CANYON HEIGHTS,NEI,49.3533,-123.1028,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
CAPE MUDGE,IR,50,-125.1833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
CAPILANO HIGHLANDS,NEI,49.35,-123.1,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
CAPITOL HILL,NEI,49.2833,-122.9833,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
CARIBOO,NEI,49.25,-122.8833,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
CARMI,LOC,49.5,-119.1167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
CARRS,NEI,50.1333,-119.45,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
CASCADE,LOC,49.0167,-118.2,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA12,12,Grand Forks,LHA126,126,Grand Forks
CASCADE HEIGHTS,NEI,49.25,-123.0167,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
CASINO,COM,49.05,-117.6667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
CASSIAR,ABL,59.2889,-129.8458,HA5,5,Northern,HSDA51,51,Northwest,LHA87,87,Stikine,LHA516,516,Stikine
CASSIDY,COM,49.05,-123.8833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
CASTLE ROCK,COM,52.5333,-122.4833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
CASTLEDALE,COM,51.0208,-116.525,HA1,1,Interior,HSDA11,11,East Kootenay,LHA18,18,Golden,LHA116,116,Golden
CASTLEGAR,CTY,49.3,-117.6667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA9,9,Castlegar,LHA123,123,Castlegar
CAULFEILD,NEI,49.35,-123.25,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
CAWSTON,COM,49.1833,-119.7667,HA1,1,Interior,HSDA13,13,Okanagan,LHA16,16,Keremeos,LHA133,133,Keremeos
CAYCUSE,COM,48.8833,-124.3667,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA66,66,Lake Cowichan,LHA422,422,Cowichan Valley West
CECIL LAKE,COM,56.3,-120.5833,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
CEDAR,COM,49.1167,-123.85,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
CEDAR GROVE,NEI,50.1333,-119.45,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
CEDARDALE,NEI,49.3347,-123.1306,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
CEDARSIDE,COM,52.7833,-119.25,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
CEDARVALE,COM,55.0194,-128.3292,HA5,5,Northern,HSDA51,51,Northwest,LHA88,88,Terrace,LHA517,517,Terrace
CEEPEECEE,LOC,49.8667,-126.7,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA84,84,Vancouver Island West,LHA433,433,Vancouver Island West
CELISTA,COM,50.95,-119.35,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
CENTRAL SAANICH,DM,48.5667,-123.4167,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA63,63,Saanich,LHA413,413,Saanich Peninsula
CENTRE BAY,BAY,49.4769,-123.3803,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibal,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
CHAMISS BAY,LOC,50.0694,-127.2875,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA84,84,Vancouver Island West,LHA433,433,Vancouver Island West
CHAPMAN CAMP,COM,49.6667,-115.9667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA3,3,Kimberley,LHA113,113,Kimberley
CHAPMANS,LOC,49.7167,-121.4167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
CHAPPERON LAKE,LAK,50.2,-120.05,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
CHARELLA GARDEN,COM,53.8833,-122.7667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
CHARLIE LAKE,COM,56.2833,-120.95,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
CHASE,VIL,50.8167,-119.6833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
CHASE RIVER,COM,49.1333,-123.9167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
CHASM,LOC,51.2167,-121.4833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
CHEAKAMUS,COM,49.8333,-123.15,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
CHEAM VIEW,COM,49.25,-121.6833,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
CHEEKYE,LOC,49.8,-123.15,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
CHEHALIS,IR,49.3,-121.9,HA2,2,Fraser,HSDA21,21,Fraser East,LHA76,76,Agassiz-Harrison,LHA215,215,Agassiz/Harrison
CHEMAINUS,COM,48.9167,-123.7167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA67,67,Ladysmith,LHA423,423,Cowichan Valley North
CHERRY CREEK,COM,49.2833,-124.7833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
CHERRYVILLE,COM,50.2417,-118.6167,HA1,1,Interior,HSDA13,13,Okanagan,LHA22,22,Vernon,LHA136,136,Vernon
CHESLATTA,IR,53.95,-125.75,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
CHETARPE,LOC,49.25,-126,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
CHETWYND,DM,55.7,-121.6333,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
CHEZACUT,COM,52.4,-124.0333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
CHIEF LAKE,LAK,54.125,-123,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
CHILANKO FORKS,COM,52.1167,-124.0667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
CHILCO,SET,54.05,-123.8,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
CHILCOTIN FOREST,COM,52.1167,-122.5667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
CHILLIWACK,CTY,49.175,-121.9417,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
CHIMNEY LAKE,LAK,51.9167,-121.95,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
CHINA CREEK,RES,49.2208,-117.6875,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
CHINESIDE,NEI,49.2667,-122.8333,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
CHINOOK COVE,RWY,51.2333,-120.1667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
CHOATE,LOC,49.4667,-121.4167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
CHRISTIAN VALLEY,LOC,49.55,-118.8167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
CHRISTINA LAKE,COM,49.0333,-118.2167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA12,12,Grand Forks,LHA126,126,Grand Forks
CHU CHUA,LOC,51.35,-120.1667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
CHURCH HOUSE,LOC,50.3333,-125.0667,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
CINEMA,LOC,53.2333,-122.45,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
CINNABAR VALLEY,COM,49.1,-123.9167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
CLAIRMONT,COM,56.25,-120.9,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
CLAYBURN,NEI,49.0833,-122.2667,HA2,2,Fraser,HSDA21,21,Fraser East,LHA34,34,Abbotsford,LHA213,213,Abbotsford
CLAYHURST,COM,56.1833,-120.05,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
CLAYOQUOT,LOC,49.1667,-125.9333,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
CLEARBROOK,COM,49.05,-122.3333,HA2,2,Fraser,HSDA21,21,Fraser East,LHA34,34,Abbotsford,LHA213,213,Abbotsford
CLEARWATER,COM,51.65,-120.0333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA26,26,North Thompson,LHA145,145,North Thompson
CLEMRETTA,LOC,54,-126.2833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
CLEVELAND PARK,NEI,49.3667,-123.1,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
CLINTON,VIL,51.0833,-121.5833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
CLO-OOSE,LOC,48.65,-124.65,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA66,66,Lake Cowichan,LHA422,422,Cowichan Valley West
CLOVERDALE,URB,49.1083,-122.725,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
CLUCULZ LAKE,LAK,53.8833,-123.5667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
COAL HARBOUR,COM,50.6,-127.5833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
COAL RIVER,LOC,59.65,-126.9333,HA5,5,Northern,HSDA53,53,Northeast,LHA81,81,Fort Nelson,LHA533,533,Fort Nelson
COALMONT,COM,49.5167,-120.7,HA1,1,Interior,HSDA13,13,Okanagan,LHA17,17,Princeton,LHA134,134,Princeton
COBBLE HILL,COM,48.6833,-123.6,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
COLDSTREAM,DM,50.2167,-119.2,HA1,1,Interior,HSDA13,13,Okanagan,LHA22,22,Vernon,LHA136,136,Vernon
COLLEGE HEIGHTS,COM,53.8667,-122.7667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
COLLETTVILLE,COM,50.1,-120.8,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
COLLEYMOUNT,LOC,54.0333,-126.15,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
COLQUITZ,NEI,48.4833,-123.4167,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA61,61,Greater Victoria,LHA411,411,Greater Victoria
COLUMBIA GARDENS,COM,49.0667,-117.5833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
COLWOOD,CTY,48.4333,-123.4833,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
COMMODORE HEIGHTS,COM,52.1667,-122.1333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
COMOX,TWN,49.6833,-124.9333,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
CONNAUGHT HEIGHTS,NEI,49.2,-122.95,HA2,2,Fraser,HSDA22,22,Fraser North,LHA40,40,New Westminster,LHA221,221,New Westminster
COOMBS,COM,49.3,-124.4167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA69,69,Qualicum,LHA425,425,Oceanside
COOPER CREEK,COM,50.2,-116.9667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
COPPER CREEK,LOC,50.7833,-120.7667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
COPPER MOUNTAIN,ABL,49.325,-120.5389,HA1,1,Interior,HSDA13,13,Okanagan,LHA17,17,Princeton,LHA134,134,Princeton
COQUIHALLA,REC,49.5917,-121.1167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
COQUITLAM,CTY,49.2833,-122.75,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
CORBIN,LOC,49.5167,-114.65,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
CORDOVA BAY,NEI,48.5167,-123.3667,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA63,63,Saanich,LHA413,413,Saanich Peninsula
CORTES BAY,COM,50.0667,-124.9333,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
CORTES ISLAND,ISL,50.1167,-124.9833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
COTTONWOOD,LOC,53.05,-122.1667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
COURTENAY,CTY,49.6833,-124.9833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
COVE CLIFF,NEI,49.3167,-122.9333,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
COWICHAN BAY,COM,48.7333,-123.6167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
COWICHAN STATION,COM,48.7333,-123.6667,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
COYLE,COM,50.15,-120.8833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
CRAIGELLACHIE,COM,50.9667,-118.7167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
CRANBERRY,COM,49.8833,-124.5333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
CRANBERRY JUNCTION,COM,55.5667,-128.6,HA5,5,Northern,HSDA51,51,Northwest,LHA51,51,Snow Country,LHA511,511,Snow Country
CRANBROOK,CTY,49.5,-115.7667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA2,2,Cranbrook,LHA112,112,Cranbrook
CRAWFORD BAY,COM,49.6833,-116.8167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
CREIGHTON VALLEY,COM,50.2167,-118.7833,HA1,1,Interior,HSDA13,13,Okanagan,LHA22,22,Vernon,LHA136,136,Vernon
CRESCENT,COM,49.05,-122.85,HA2,2,Fraser,HSDA23,23,Fraser South,LHA202,202,South Surrey/White Rock,LHA234,234,South Surrey/White Rock
CRESCENT BAY,COM,49.6167,-117.15,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
CRESCENT BEACH,COM,49.6167,-119.65,HA1,1,Interior,HSDA13,13,Okanagan,LHA77,77,Summerland,LHA138,138,Summerland
CRESCENT SPUR,LOC,53.5833,-120.6833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
CRESCENT VALLEY,COM,49.45,-117.55,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
CRESTON,TWN,49.1,-116.5,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
CRISS CREEK,LOC,51.05,-120.7333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
CROFTON,COM,48.8667,-123.65,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
CROYDON,LOC,53.0667,-119.7167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
CULTUS LAKE,COM,49.0667,-121.9667,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
